"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.998297970E-1,-5.879165173E0,-5.737988472E0,6.171089649E0,1.027479646E1
7.022447450E-1,-6.235695839E0,-5.702096462E0,6.525227547E0,1.067597308E1
7.046597450E-1,-6.527620316E0,-5.656632900E0,6.867401123E0,1.103487748E1
7.070746930E-1,-6.769295216E0,-5.601597786E0,7.183253765E0,1.134902595E1
7.094896410E-1,-6.946363926E0,-5.534598827E0,7.467999458E0,1.160408428E1
7.119046410E-1,-7.075576782E0,-5.455635548E0,7.690532207E0,1.178863994E1
7.143195890E-1,-7.161718369E0,-5.400600910E0,7.824530125E0,1.190293963E1
7.167345890E-1,-7.240681171E0,-5.357530117E0,7.886743546E0,1.197210577E1
7.191495370E-1,-7.314858913E0,-5.314459324E0,7.898707390E0,1.200584096E1
7.215644850E-1,-7.408178806E0,-5.316852093E0,7.810173035E0,1.200619974E1
7.239794850E-1,-7.494320393E0,-5.321637630E0,7.666603565E0,1.196918859E1
7.263944330E-1,-7.585247993E0,-5.347958565E0,7.489534855E0,1.192601276E1
7.288094330E-1,-7.652246952E0,-5.376672268E0,7.295716286E0,1.186140650E1
7.312243800E-1,-7.731209755E0,-5.410171986E0,7.056434155E0,1.178281919E1
7.336393800E-1,-7.786244869E0,-5.412564754E0,6.788437843E0,1.166209050E1
7.360543280E-1,-7.850851059E0,-5.379065514E0,6.508477688E0,1.152954856E1
7.384692760E-1,-8.008777618E0,-5.324030399E0,6.202196121E0,1.144347217E1
7.408842760E-1,-8.200202942E0,-5.249852657E0,5.862415314E0,1.136539460E1
7.432992240E-1,-8.444271088E0,-5.158925533E0,5.534598827E0,1.133807793E1
7.457141720E-1,-8.738588333E0,-5.072783947E0,5.204389095E0,1.136581404E1
7.481291720E-1,-9.068798065E0,-4.945964336E0,4.867001057E0,1.141899124E1
7.505441200E-1,-9.415757179E0,-4.764110088E0,4.546362877E0,1.149011069E1
7.529591200E-1,-9.801001549E0,-4.565505505E0,4.208974838E0,1.160254028E1
7.553740680E-1,-1.021017456E1,-4.333401680E0,3.873979807E0,1.174877671E1
7.577890160E-1,-1.061216831E1,-4.110869408E0,3.555734396E0,1.192311246E1
7.602040160E-1,-1.101655579E1,-3.893122435E0,3.292523861E0,1.213925933E1
7.626189640E-1,-1.139462185E1,-3.675375462E0,3.091526747E0,1.236540859E1
7.650339640E-1,-1.171525955E1,-3.457628727E0,2.955136061E0,1.256723247E1
7.674489120E-1,-1.198086262E1,-3.249453068E0,2.859423161E0,1.273877212E1
7.698638600E-1,-1.221775246E1,-3.034099102E0,2.809173822E0,1.289847627E1
7.722788600E-1,-1.247617722E1,-2.809173822E0,2.799602509E0,1.309137998E1
7.746938080E-1,-1.273699474E1,-2.600998163E0,2.801995277E0,1.329839855E1
7.771088080E-1,-1.296431351E1,-2.385644197E0,2.809173822E0,1.347798874E1
7.795237550E-1,-1.320120239E1,-2.179861546E0,2.797209740E0,1.366923273E1
7.819387030E-1,-1.345005608E1,-1.945364833E0,2.806781054E0,1.387683223E1
7.843537030E-1,-1.369890976E1,-1.725225091E0,2.825923443E0,1.409334501E1
7.867686510E-1,-1.394297791E1,-1.495514154E0,2.857030153E0,1.431103828E1
7.891836510E-1,-1.417986679E1,-1.265803218E0,2.883351326E0,1.452530877E1
7.915985990E-1,-1.439761353E1,-1.007378340E0,2.897708178E0,1.472082875E1
7.940135990E-1,-1.453639793E1,-7.417750359E-1,2.967100143E0,1.485465511E1
7.964285470E-1,-1.458664703E1,-5.288137794E-1,3.091526747E0,1.492003530E1
7.988434950E-1,-1.475653744E1,-2.919243574E-1,3.259024382E0,1.511495474E1
8.012584950E-1,-1.506999683E1,-8.374879509E-2,3.498306751E0,1.547093949E1
8.036734430E-1,-1.544088459E1,1.579262912E-1,3.766302824E0,1.589436676E1
8.060884430E-1,-1.580459309E1,4.570291340E-1,4.036691666E0,1.631836137E1
8.085033910E-1,-1.615394592E1,8.279166222E-1,4.290330887E0,1.673446605E1
8.109183390E-1,-1.640997696E1,1.237089276E0,4.505684853E0,1.706220764E1
8.133333390E-1,-1.661097527E1,1.615155339E0,4.670789719E0,1.733059441E1
8.157482870E-1,-1.680240059E1,2.017149448E0,4.800002098E0,1.759061050E1
