"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.470672458E0,-8.562045135E0,-4.078119507E0,5.960604858E-1,9.502366217E0
2.480597458E0,-8.236472168E0,-3.313659210E0,-1.107696533E-2,8.878059125E0
2.490522458E0,-7.324568481E0,-3.367397461E0,-9.550140381E-2,8.062120665E0
2.500447458E0,-8.626261597E0,-4.515360260E0,-4.572990417E-1,9.747306799E0
2.510372458E0,-1.005623795E1,-5.425467682E0,-1.305585022E0,1.150079012E1
2.520297458E0,-1.020562729E1,-6.000422058E0,-1.254541168E0,1.190519915E1
2.530222458E0,-1.003602997E1,-6.319708099E0,3.495231628E-1,1.186519171E1
2.540147458E0,-9.617799683E0,-6.908433838E0,1.102307739E0,1.189300682E1
2.550071458E0,-9.220376129E0,-7.316934357E0,1.419348450E0,1.185611295E1
2.559996458E0,-9.070687408E0,-8.026458893E0,2.125130768E0,1.229705628E1
2.569921458E0,-9.294921112E0,-7.502398682E0,2.945724335E0,1.230279791E1
2.579846458E0,-9.034313049E0,-6.498286743E0,3.606749725E0,1.169851215E1
2.589771458E0,-8.463849335E0,-6.088738403E0,3.029250641E0,1.085752460E1
2.599696458E0,-8.050409088E0,-6.482120361E0,1.899549866E0,1.050881823E1
2.609621458E0,-7.533833313E0,-6.919810181E0,2.624043274E-1,1.023285265E1
2.619546458E0,-5.339396667E0,-8.350085907E0,-5.611830139E-1,9.927135428E0
2.629471458E0,-1.551673279E0,-1.026864624E1,1.627116394E0,1.051191197E1
2.639396458E0,-8.060737610E-1,-1.112890732E1,-7.999365234E-1,1.118669886E1
2.649320458E0,-2.159409485E0,-1.113429611E1,-9.529183960E-1,1.138172450E1
2.659245458E0,-3.601061554E0,-9.821076965E0,6.343807983E-1,1.047967729E1
2.669170458E0,-5.179229736E0,-8.099207611E0,1.850451965E0,9.790084630E0
2.679095458E0,-6.401737518E0,-6.931186523E0,1.908231812E0,9.626262957E0
2.689020458E0,-7.123536530E0,-6.112239532E0,7.806266785E-1,9.418790942E0
2.698945458E0,-7.430248718E0,-6.495442657E0,2.409988403E-2,9.869141408E0
2.708870458E0,-6.842870178E0,-6.377188568E0,1.523531799E0,9.477054155E0
2.718795458E0,-6.073619843E0,-6.157744904E0,3.498674469E0,9.329919792E0
2.728720458E0,-4.982688446E0,-5.961203613E0,5.049299927E0,9.265989554E0
2.738645458E0,-3.982169037E0,-7.906558228E0,3.820056152E0,9.641792481E0
2.748569458E0,-5.944588165E0,-9.587562561E0,1.740730133E0,1.141444811E1
2.758494458E0,-7.100185089E0,-9.596843262E0,2.496957550E0,1.219618079E1
2.768419458E0,-5.511987762E0,-8.519832916E0,3.599564667E0,1.076691357E1
2.778344458E0,-3.617677002E0,-8.502019958E0,3.966601410E0,1.005514082E1
2.788269458E0,-3.226240997E0,-8.641529846E0,3.593577118E0,9.899417435E0
2.798194458E0,-3.109783173E0,-8.296347656E0,2.550546112E0,9.219838463E0
2.808119458E0,-3.398233337E0,-8.081993408E0,1.498234406E0,8.894454092E0
2.818044458E0,-5.340893555E0,-8.891060944E0,1.789528656E0,1.052513760E1
2.827969458E0,-6.364315338E0,-9.068142700E0,8.562194824E-1,1.111165305E1
2.837894458E0,-5.716761932E0,-8.255183258E0,-6.777905273E-1,1.006423458E1
2.847818458E0,-4.568200378E0,-7.596552887E0,-2.208507385E0,9.135292843E0
2.857743458E0,-3.713627472E0,-7.414531403E0,-2.454146576E0,8.648071481E0
2.867668458E0,-3.686234436E0,-8.413703613E0,-8.613088989E-1,9.226081824E0
2.877593458E0,-3.588038635E0,-8.889114990E0,1.467697906E0,9.697655578E0
