,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Activity
151,0.409157607,5.972485542,-3.594019651,7.793423176,10.45585987,1
152,0.411572555,5.666203976,-3.8213377,7.534998417,10.17274252,1
153,0.413987555,5.367101192,-4.039084435,7.324429989,9.938171509,1
154,0.416402555,5.070391178,-4.240081787,7.161718369,9.745633394,1
155,0.418817502,4.773681164,-4.424329281,7.046862602,9.592757371,1
156,0.421232502,4.510470867,-4.582255363,6.982256413,9.491749906,1
157,0.42364745,4.307080746,-4.694717884,6.982256413,9.452154525,1
158,0.42606245,4.173082829,-4.754538536,7.061219692,9.480563302,1
159,0.42847745,4.103690624,-4.756931305,7.211967468,9.564577719,1
160,0.430892398,4.082155228,-4.709074974,7.420143127,9.690093005,1
161,0.433307398,4.09172678,-4.622933388,7.659425259,9.837709919,1
162,0.435722398,4.127619267,-4.510470867,7.905886173,9.994229557,1
163,0.438137346,4.180261135,-4.395615101,8.15473938,10.16345363,1
164,0.440552346,4.235296249,-4.28315258,8.398807526,10.33552602,1
165,0.442967346,4.307080746,-4.199403763,8.64526844,10.53216991,1
166,0.445382294,4.400400639,-4.146761417,8.906085968,10.76464227,1
167,0.447797294,4.522434711,-4.113262177,9.188439369,11.03624753,1
168,0.450212294,4.680361271,-4.09172678,9.489934921,11.34490522,1
169,0.452627242,4.890929699,-4.072584152,9.803394318,11.68818528,1
170,0.455042242,5.149354458,-4.039084435,10.11924744,12.05110879,1
171,0.45745719,5.446064472,-3.991228104,10.41117096,12.40894841,1
172,0.45987219,5.778666496,-3.921836376,10.65763187,12.74201335,1
173,0.46228719,6.1399827,-3.823730469,10.85384369,13.04324442,1
174,0.46470219,6.522834301,-3.689732552,10.99262714,13.30411008,1
175,0.467117138,6.915257454,-3.529413462,11.09073257,13.53816435,1
176,0.469532138,7.302894592,-3.364308596,11.17687416,13.76856411,1
177,0.471947086,7.661818027,-3.196810961,11.27258778,13.9997961,1
178,0.474362086,7.989634991,-3.036491871,11.38026428,14.23253194,1
179,0.476777086,8.291130066,-2.883351326,11.47837067,14.4502438,1
180,0.479192034,8.585447311,-2.734996319,11.55254745,14.65098847,1
181,0.481607034,8.896514893,-2.579462767,11.60279655,14.8467671,1
182,0.484022034,9.260223389,-2.411965132,11.6339035,15.06376526,1
183,0.486436982,9.693324089,-2.232503414,11.64826107,15.31752556,1
184,0.488851982,10.18624592,-2.033899307,11.65304661,15.61056846,1
185,0.491266982,10.72463131,-1.813759565,11.64108181,15.93179921,1
186,0.49368193,11.29172993,-1.567298889,11.60279655,16.26605295,1
187,0.49609693,11.87318611,-1.287338614,11.52144146,16.59437864,1
188,0.498511877,12.4498558,-0.9714859724,11.38744259,16.90019359,1
189,0.500926877,13.00020504,-0.6173482537,11.19601727,17.16791346,1
190,0.503341877,13.51466274,-0.2273181528,10.94237804,17.39061298,1
191,0.505756825,13.97647667,0.1914258152,10.63609695,17.56431332,1
192,0.508171825,14.38564968,0.6340979934,10.27717304,17.69093787,1
193,0.510586825,14.75414467,1.083948612,9.851250648,17.77376912,1
194,0.513001773,15.08674717,1.531406522,9.343972206,17.81193315,1
195,0.515416773,15.38824272,1.974078655,8.750552177,17.81199495,1
196,0.517831773,15.65863132,2.407179594,8.066205025,17.77782079,1
197,0.520246721,15.9003067,2.821137905,7.302894592,17.72317245,1
198,0.522661721,16.11805344,3.220739365,6.470192432,17.66431993,1
199,0.525076721,16.30947876,3.601198196,5.587240696,17.61206928,1
200,0.527491669,16.46740532,3.969692707,4.673182487,17.57192456,1
201,0.529906669,16.59661865,4.319045067,3.747160196,17.55400554,1
202,0.532321669,16.69472313,4.644468784,2.835494757,17.55918282,1
203,0.534736617,16.76172256,4.943571568,1.969292998,17.58614108,1
204,0.537151617,16.80479431,5.218746185,1.177268744,17.63582675,1
205,0.539566617,16.81915092,5.477170944,0.4881358147,17.69523992,1
206,0.541981565,16.80000687,5.716453075,-0.07417750359,17.74608601,1
207,0.544396565,16.76411629,5.929414749,-0.4737788737,17.7881427,1
208,0.546811513,16.76411629,6.118447304,-0.6843472719,17.8588724,1
209,0.549226513,16.828722,6.29790926,-0.6867401004,17.9816895,1
210,0.551641513,16.82393646,6.441478729,-0.5048855543,18.02199755,1
211,0.554056513,16.6540451,6.534798622,-0.1962114573,17.89131941,1
212,0.556471461,16.37169266,6.608976364,0.1292124242,17.65580881,1
213,0.558886461,16.07976723,6.685546398,0.4498506486,17.42004048,1
214,0.561301409,15.8500576,6.757331371,0.7537391186,17.24685409,1
215,0.563716409,15.67777443,6.82433033,1.048056364,17.13074773,1
216,0.566131409,15.53899002,6.876972198,1.351944804,17.04642814,1
217,0.568546357,15.42892075,6.908079147,1.684547186,16.98855062,1
218,0.570961357,15.35713577,6.917650223,2.024327993,16.96447487,1
219,0.573376357,15.31645775,6.917650223,2.344966173,16.96899022,1
220,0.575791305,15.33320713,6.934400082,2.545963287,17.01984355,1
221,0.578206305,15.42892075,6.984649181,2.538784742,17.12548824,1
222,0.580621305,15.55813313,7.08036232,2.263610125,17.24270767,1
223,0.583036252,15.62273884,7.216753006,1.892722726,17.3128245,1
224,0.585451252,15.57248974,7.374679565,1.538584948,17.29900514,1
225,0.587866252,15.42892075,7.532605648,1.258624673,17.21557084,1
226,0.5902812,15.23031616,7.668996811,1.045663476,17.08418727,1
227,0.5926962,15.00778389,7.776673794,0.8997012973,16.92689266,1
228,0.5951112,14.79482269,7.841279984,0.8111668825,16.7639626,1
229,0.597526148,14.60339642,7.855636597,0.7680960894,16.60000557,1
230,0.599941148,14.42154217,7.826922894,0.7537391186,16.42588576,1
231,0.602356148,14.23490238,7.757531166,0.7633104324,16.22942939,1
232,0.604771096,14.03869057,7.649854183,0.8111668825,16.00821956,1
233,0.607186096,13.83290768,7.518248558,0.9020941257,15.76981832,1
234,0.609601096,13.61516094,7.369893551,1.031306505,15.51617,1
235,0.612016044,13.38305664,7.204789162,1.186840057,15.24545117,1
236,0.614431044,13.14616776,7.01575613,1.356730461,14.96272964,1
237,0.616846044,12.92363548,6.812366009,1.529013634,14.68899477,1
238,0.619260992,12.71306705,6.597012043,1.701296926,14.42348963,1
239,0.621675992,12.52164078,6.367300987,1.887937069,14.17386031,1
240,0.62409094,12.35414314,6.128018856,2.086541414,13.94744145,1
241,0.62650594,12.20818138,5.879165173,2.289931297,13.74220001,1
242,0.62892094,12.08614731,5.62791872,2.510071039,13.56646168,1
243,0.631335888,11.96889877,5.383851051,2.739781857,13.40696814,1
244,0.633750888,11.87079334,5.151747227,2.976671457,13.27843391,1
245,0.636165888,11.77508068,4.92442894,3.21356082,13.16166777,1
246,0.638580836,11.66501045,4.709074974,3.412165165,13.03421371,1
247,0.640995836,11.53579807,4.505684853,3.567698479,12.88814593,1
248,0.643410836,11.37787151,4.316651821,3.672982693,12.71142183,1
249,0.645825784,11.20798111,4.132404804,3.766302824,12.52520048,1
250,0.648240784,11.06201935,3.938585997,3.888336897,12.36931265,1
251,0.650655784,10.92562866,3.73998189,4.024727821,12.22927881,1
252,0.653070732,10.7677021,3.546163082,4.134797573,12.06711366,1
253,0.655485732,10.5858469,3.352344513,4.197010994,11.87068952,1
254,0.657900732,10.44945621,3.153740168,4.295116425,11.72967337,1
255,0.66031568,10.34177971,2.945564747,4.479363918,11.6487536,1
256,0.66273068,10.21017456,2.737389088,4.697110653,11.56735977,1
257,0.66514568,9.985248566,2.543570518,4.85982275,11.39266506,1
258,0.667560627,9.676574707,2.36650157,4.843072891,11.07663228,1
259,0.669975627,9.327222824,2.208575249,4.644468784,10.65110232,1
260,0.672390627,8.968298912,2.072184324,4.299902439,10.15940423,1
261,0.674805575,8.609375954,1.954936147,3.847658873,9.630555978,1
262,0.677220575,8.303094864,1.847259045,3.369094372,9.149018919,1
263,0.679635575,8.068597794,1.737189293,2.947957516,8.764162853,1
264,0.682050523,7.91306448,1.622333765,2.641676188,8.498647503,1
265,0.684465523,7.814958572,1.50269258,2.469393015,8.332440479,1
266,0.686880523,7.757531166,1.385444283,2.404786825,8.239037889,1
267,0.689295471,7.740781307,1.277767301,2.395215511,8.203014194,1
268,0.691710471,7.704888821,1.13419795,2.376072884,8.142323936,1
269,0.694125471,7.635497093,0.9284151793,2.280359983,8.02264372,1
270,0.696540419,7.635497093,0.7824530005,2.105684042,7.959079962,1
271,0.698955419,7.582854748,0.6699903607,1.873580098,7.839571136,1
272,0.701370419,7.599604607,0.5742774606,1.773081541,7.824806894,1
273,0.703785367,7.695317745,0.5120640397,1.907079697,7.944625715,1
274,0.706200367,7.829315662,0.500099957,2.14157629,8.132320254,1
275,0.708615367,8.059026718,0.5431707501,2.277967215,8.392382304,1
276,0.711030315,8.327022552,0.626919508,2.306680918,8.663319775,1
277,0.713445315,8.580661774,0.7393822074,2.318645239,8.919111966,1
278,0.715860315,8.793622971,0.8518448472,2.39760828,9.154341596,1
279,0.718275263,8.975478172,0.9475577474,2.562713146,9.382141162,1
280,0.720690263,9.135796547,1.014556766,2.801995277,9.609541171,1
281,0.723105263,9.243474007,1.060020447,3.002992392,9.776677266,1
282,0.725520211,9.291330338,1.045663476,3.031706333,9.829215372,1
283,0.727935211,9.284152031,0.9834501147,2.950350285,9.791180719,1
284,0.730350211,9.245866776,0.9068797827,2.895315409,9.730947266,1
285,0.732765159,9.166903496,0.8494520187,2.885744095,9.647860251,1
286,0.735180159,9.05922699,0.8063812256,2.868994236,9.536821916,1
287,0.737595159,8.970691681,0.7704889178,2.857030153,9.446141207,1
288,0.740010107,8.930013657,0.7393822074,2.873780012,9.410124415,1
289,0.742425107,8.90130043,0.7154539824,2.933600664,9.399523212,1
290,0.744840107,8.882157326,0.7058826685,3.002992392,9.402603491,1
291,0.747255055,8.903693199,0.7106683254,3.079562664,9.447989641,1
292,0.749670055,8.975478172,0.7226324677,3.172882795,9.54717714,1
293,0.752085055,9.092725754,0.7226324677,3.292523861,9.697451866,1
294,0.754500002,9.2865448,0.6987041831,3.548556089,9.965959671,1
295,0.756915002,9.49232769,0.6580262184,3.897907972,10.28255659,1
296,0.759330002,9.64068222,0.6029912829,4.046263218,10.47275504,1
297,0.76174495,9.710074425,0.5407779217,3.869194269,10.46654912,1
298,0.76415995,9.69093132,0.5024927258,3.46959281,10.30556758,1
299,0.76657495,9.590433121,0.5144568682,2.933600664,10.04226499,1
300,0.768989898,9.454042435,0.5766702294,2.352144718,9.759305902,1
301,0.771404898,9.296115875,0.6675975323,1.820937991,9.496276744,1
302,0.773819898,9.133403778,0.7872386575,1.289731383,9.257549153,1
303,0.776234846,9.00179863,0.9260223508,0.756131947,9.080838699,1
304,0.778649846,8.939585686,1.069591761,0.2991028428,9.008311788,1
305,0.781064846,8.932407379,1.194018483,-0.0933200866,9.012341004,1
306,0.783479794,8.999405861,1.296909928,-0.4618147612,9.104095457,1
307,0.785894794,9.116654396,1.37587297,-0.7920243144,9.25384873,1
308,0.788309794,9.250652313,1.43808639,-1.10309124,9.426530166,1
309,0.790724742,9.375079155,1.478764415,-1.39022994,9.592267336,1
310,0.793139742,9.470791817,1.507478237,-1.665404558,9.733548203,1
311,0.795554742,9.56411171,1.531406522,-1.909472466,9.872361613,1
312,0.79796969,9.657432556,1.560120344,-2.100898266,10.00568601,1
313,0.80038469,9.757930756,1.591227055,-2.218146563,10.13259051,1
314,0.80279969,9.882357597,1.629512191,-2.246860504,10.26473009,1
315,0.805214638,10.00439167,1.663011789,-2.196611166,10.3768281,1
316,0.807629638,10.05942631,1.694118381,-2.122433662,10.41954027,1
317,0.810044638,10.04985523,1.720439434,-2.057827473,10.40164198,1
318,0.812459638,9.997213364,1.746760488,-2.019542217,10.34765664,1
319,0.814874586,9.891928673,1.780260086,-2.01475668,10.25079623,1
320,0.817289586,9.745966911,1.823330879,-2.024327993,10.11960031,1
321,0.819704534,9.607182503,1.866401672,-2.017149448,9.992512334,1
322,0.822119534,9.482755661,1.904686809,-1.978864312,9.872506811,1
323,0.824534534,9.38465023,1.938186288,-1.904686809,9.770161609,1
324,0.826949534,9.322437286,1.969292998,-1.813759565,9.699261602,1
325,0.829364482,9.31525898,1.990828395,-1.715653777,9.678890197,1
326,0.831779482,9.375079155,2.01475668,-1.607976794,9.723011005,1
327,0.834194482,9.49232769,2.043470621,-1.493121386,9.823923281,1
328,0.83660943,9.655039787,2.084148407,-1.383051515,9.973780596,1
329,0.83902443,9.863214493,2.132004976,-1.270588875,10.1706854,1
330,0.841439377,10.09292603,2.189432621,-1.148554921,10.39134011,1
331,0.843854377,10.34417248,2.261217356,-1.024128079,10.63784971,1
332,0.846269377,10.60738277,2.344966173,-0.8805587292,10.89912012,1
333,0.848684377,10.85145092,2.435893536,-0.7345965505,11.14572548,1
334,0.851099325,11.06680489,2.533999205,-0.5910272002,11.36858107,1
335,0.853514325,11.24626637,2.63689065,-0.4450650215,11.55983487,1
336,0.855929325,11.38983536,2.744567633,-0.3110669553,11.71997285,1
337,0.858344273,11.50708389,2.857030153,-0.1890329868,11.85796502,1
338,0.860759273,11.61954689,2.964707375,-0.06699903309,11.99199102,1
339,0.863174273,11.71286678,3.065205812,0.05503492057,12.10742598,1
340,0.865589221,11.75115204,3.132204771,0.1459621787,12.16230183,1
341,0.868004221,11.75354481,3.18006134,0.2081755698,12.17792851,1
342,0.870419221,11.7272234,3.215953588,0.2249253243,12.16226613,1
343,0.872834169,11.65543938,3.232703447,0.1842473447,12.09684197,1
344,0.875249169,11.55015469,3.230310678,0.08614161611,11.9936817,1
345,0.877664169,11.39701462,3.21356082,-0.05982056633,11.84155791,1
346,0.880079117,11.17448139,3.194418192,-0.2560320199,11.62492556,1
347,0.882494117,10.8682003,3.170490026,-0.4809573591,11.33142113,1
348,0.884909117,10.47338486,3.139383316,-0.7369893789,10.95858893,1
349,0.887324065,10.03071213,3.105883837,-1.014556766,10.54945618,1
350,0.889739065,9.600004196,3.067598581,-1.299302697,10.16161548,1
351,0.892154065,9.20758152,3.012563705,-1.576870084,9.815376549,1
352,0.894569013,8.877371788,2.940778971,-1.820937991,9.527419692,1
353,0.896984013,8.642875671,2.864208698,-2.002792597,9.322776921,1
354,0.899399013,8.492127419,2.78285265,-2.105684042,9.181198301,1
355,0.901813961,8.441878319,2.706282377,-2.091326952,9.108398447,1
356,0.904228961,8.487341881,2.648854733,-1.935793519,9.099379108,1
357,0.906643961,8.578269005,2.608176708,-1.691725612,9.124210673,1
358,0.909058909,8.688339233,2.562713146,-1.40697968,9.167024006,1
359,0.911473909,8.798408508,2.500499725,-1.124626637,9.215708124,1
360,0.913888909,8.95154953,2.469393015,-0.8207381964,9.322110922,1
361,0.916303909,9.095118523,2.447857618,-0.4785645306,9.43091787,1
362,0.918718857,9.226723671,2.423929453,-0.1555334777,9.541071971,1
363,0.921133857,9.346364975,2.402393818,0.1363908947,9.651146915,1
364,0.923548857,9.439684868,2.354537487,0.3828516304,9.736430175,1
365,0.925963805,9.600004196,2.304288149,0.6293123364,9.892717445,1
366,0.928378805,9.784252167,2.261217356,0.8638089895,10.07922916,1
367,0.930793805,9.951749802,2.232503414,1.05523479,10.25353188,1
368,0.933208752,10.05942631,2.203789711,1.146162033,10.36158454,1
369,0.935623752,10.15035343,2.199003935,1.162911773,10.45072518,1
370,0.938038752,10.20538902,2.230110645,1.124626637,10.50657621,1
371,0.9404537,10.23410225,2.282752752,1.03848505,10.53689993,1
372,0.9428687,10.21974564,2.354537487,0.8853443861,10.52477469,1
373,0.9452837,10.16710377,2.450250387,0.6699903607,10.47962848,1
374,0.947698648,10.06899738,2.569891453,0.433100909,10.40079933,1
375,0.950113648,9.923035622,2.684746981,0.1986042857,10.28172874,1
376,0.952528648,9.738788605,2.792423964,-0.02632104978,10.131255,1
377,0.954943596,9.521040916,2.888136864,-0.2273181528,9.952046434,1
