"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.396998960E-1,-9.156155586E0,-2.310059786E0,7.185746193E0,1.186619188E1
5.416998960E-1,-9.297796249E0,-2.323994160E0,7.211957932E0,1.199426118E1
5.436998960E-1,-9.377428055E0,-2.321580887E0,7.211900234E0,1.205559620E1
5.456998960E-1,-9.439101219E0,-2.300607681E0,7.199163437E0,1.209203795E1
5.476998960E-1,-9.495892525E0,-2.257962227E0,7.158356667E0,1.210423225E1
5.496998960E-1,-9.506896019E0,-2.197743177E0,7.126781940E0,1.208313568E1
5.516998960E-1,-9.498526573E0,-2.136882544E0,7.104601860E0,1.205253673E1
5.536998960E-1,-9.470762253E0,-2.027726173E0,7.103749275E0,1.201125576E1
5.556998960E-1,-9.437943459E0,-1.931708932E0,7.108461380E0,1.197232222E1
5.576998960E-1,-9.415829659E0,-1.819085717E0,7.143349648E0,1.195802514E1
5.596998960E-1,-9.366452217E0,-1.676640272E0,7.234291077E0,1.195309655E1
5.616998960E-1,-9.311902046E0,-1.563001990E0,7.339396477E0,1.195914861E1
5.636998960E-1,-9.239587784E0,-1.392630458E0,7.507977009E0,1.198662258E1
5.656998960E-1,-9.197593689E0,-1.272355318E0,7.643776417E0,1.202671758E1
5.676998960E-1,-9.167312622E0,-1.151371598E0,7.763017178E0,1.206771366E1
5.696998960E-1,-9.120040894E0,-9.949823618E-1,7.863621712E0,1.208311558E1
5.716998960E-1,-9.090505600E0,-8.779442310E-1,7.874165535E0,1.205863015E1
5.736998960E-1,-9.060703278E0,-7.672075629E-1,7.836011410E0,1.200366720E1
5.756998960E-1,-9.025824547E0,-6.184606552E-1,7.726596832E0,1.189740732E1
5.776998960E-1,-9.007369995E0,-5.195896626E-1,7.629899502E0,1.181600838E1
5.796998960E-1,-8.991080284E0,-4.123581648E-1,7.542511463E0,1.174304233E1
5.816998960E-1,-8.976053238E0,-3.124241531E-1,7.465073109E0,1.167880375E1
5.836998960E-1,-8.972634315E0,-2.439499944E-1,7.430059910E0,1.165218728E1
5.856998960E-1,-8.984873772E0,-1.872840226E-1,7.431496620E0,1.166148250E1
5.876998960E-1,-8.984941483E0,-1.713961214E-1,7.465408325E0,1.168293078E1
5.896998960E-1,-8.998291016E0,-1.782243848E-1,7.515772343E0,1.172552084E1
5.916998960E-1,-9.012972832E0,-2.029612660E-1,7.599703789E0,1.179111404E1
5.936998960E-1,-9.030622482E0,-2.429540157E-1,7.686383247E0,1.186135138E1
5.956998960E-1,-9.055455208E0,-2.935674489E-1,7.774567127E0,1.193864921E1
5.976998960E-1,-9.101404190E0,-4.008659720E-1,7.905079365E0,1.206177978E1
5.996998960E-1,-9.155628204E0,-5.000529885E-1,7.997601032E0,1.216705400E1
6.016998960E-1,-9.207333565E0,-6.026684642E-1,8.067578316E0,1.225659090E1
6.036998960E-1,-9.325147629E0,-7.619498968E-1,8.102677345E0,1.237708876E1
6.056998960E-1,-9.412123680E0,-8.631192446E-1,8.118307114E0,1.245953279E1
6.076998960E-1,-9.543230057E0,-9.936032891E-1,8.125308037E0,1.257303138E1
6.096998960E-1,-9.647032738E0,-1.073962331E0,8.117129326E0,1.265331673E1
6.116998960E-1,-9.740445137E0,-1.156657934E0,8.101528168E0,1.272198442E1
6.136998960E-1,-9.865489960E0,-1.262577534E0,8.078659058E0,1.281353684E1
6.156998960E-1,-9.928648949E0,-1.333656549E0,8.028131485E0,1.283774142E1
6.176998960E-1,-9.969398499E0,-1.406535983E0,7.965700626E0,1.283821001E1
6.196998960E-1,-1.001160336E1,-1.480057120E0,7.888003826E0,1.283134347E1
6.216998960E-1,-1.003711605E1,-1.521208763E0,7.812251568E0,1.280972479E1
6.236998960E-1,-1.005456543E1,-1.556604624E0,7.719174385E0,1.277117681E1
6.256998960E-1,-1.008512497E1,-1.584377289E0,7.528395176E0,1.268450752E1
6.276998960E-1,-1.010786057E1,-1.573440671E0,7.383067131E0,1.261563478E1
6.296998960E-1,-1.013489532E1,-1.553597569E0,7.246798515E0,1.255571015E1
6.316998960E-1,-1.017465782E1,-1.490534186E0,7.087919235E0,1.248935359E1
